repetition.cond,subject,trial,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11
1,1,1,0,1,0,0,0,1,0,1,0,1,0
1,1,2,0,1,0,1,0,1,0,1,0,1,0
1,1,3,0,1,0,0,1,0,0,1,0,1,0
1,1,4,0,0,0,1,0,1,0,1,0,1,0
1,1,5,0,0,0,1,0,1,0,0,0,1,0
1,1,6,0,1,0,0,0,1,0,1,0,1,0
1,1,7,0,1,0,1,0,1,0,1,0,0,0
1,1,8,0,0,0,1,0,1,0,1,0,0,0
1,1,9,0,0,0,1,0,1,0,0,0,1,0
1,1,10,0,0,0,1,0,1,0,0,1,1,0
1,2,1,0,0,0,1,0,1,0,0,0,1,0
1,2,2,0,0,0,1,0,1,0,0,0,1,0
1,2,3,0,0,0,1,0,1,0,0,0,1,0
1,2,5,0,0,0,1,0,1,0,0,0,1,0
1,2,6,0,0,0,1,0,1,0,0,0,1,0
1,2,7,0,0,0,1,0,1,0,0,0,1,0
1,2,8,0,0,0,1,0,1,0,0,0,1,0
1,2,9,0,0,0,1,0,1,0,0,0,1,0
1,2,10,0,0,0,1,0,1,0,0,0,1,0
1,3,1,0,1,0,1,0,1,0,1,0,1,0
1,3,2,0,0,1,0,0,0,1,0,0,1,0
1,3,3,0,0,1,0,0,1,0,0,1,0,0
1,3,4,0,1,0,1,0,1,0,0,1,0,0
1,3,5,0,0,1,0,0,1,0,0,1,0,0
1,3,6,0,0,1,0,0,1,0,0,1,0,0
1,3,7,0,0,1,0,0,1,0,0,1,0,0
1,3,8,0,0,1,0,0,1,0,0,1,0,0
1,3,9,0,0,1,0,0,1,0,0,1,0,0
1,3,10,0,0,1,0,0,1,0,0,1,0,0
1,4,1,0,0,1,0,0,1,0,0,1,0,0
1,4,2,0,0,1,0,0,1,0,0,1,0,0
1,4,3,0,1,0,0,1,1,0,0,1,1,0
1,4,4,0,0,1,1,0,1,0,0,1,0,0
1,4,5,0,0,1,1,0,1,0,0,1,1,0
1,4,6,0,0,1,1,0,1,0,0,1,1,0
1,4,7,0,0,1,0,0,1,0,0,0,1,0
1,4,8,0,0,1,1,0,1,0,0,1,1,0
1,4,9,0,0,1,0,0,1,0,1,0,1,0
1,4,10,0,0,1,1,0,1,0,0,1,0,0
1,5,1,0,0,1,1,0,1,0,0,1,1,0
1,5,3,0,0,0,1,0,0,0,1,0,1,0
1,5,4,0,0,0,1,0,0,0,1,0,0,0
1,5,5,0,0,0,0,1,0,0,1,0,0,0
1,5,6,0,0,1,0,0,1,0,0,0,1,0
1,5,7,0,0,1,0,0,1,0,0,1,0,0
1,5,8,0,0,0,1,0,1,0,0,1,0,0
1,5,9,0,0,0,1,0,1,0,0,0,1,0
1,5,10,0,1,0,0,1,0,0,0,1,0,0
1,6,1,0,1,0,1,0,1,0,0,1,0,0
1,6,2,0,0,0,1,0,1,0,0,0,1,0
1,6,3,0,0,1,0,0,1,0,0,1,0,0
1,6,4,0,0,0,1,0,1,0,1,0,0,0
1,6,5,0,1,0,1,0,1,0,1,0,1,0
1,6,6,0,0,1,0,0,1,0,0,1,0,0
1,6,7,0,0,1,0,0,1,0,0,1,0,0
1,6,8,0,0,1,0,0,1,0,0,1,0,0
1,6,9,0,0,1,0,0,1,0,1,0,1,0
1,6,10,0,0,1,0,0,1,0,1,0,1,0
1,7,1,0,1,0,0,0,0,0,1,0,0,0
1,7,3,0,1,0,0,0,1,0,0,1,0,0
1,7,4,0,0,0,1,0,0,0,0,0,0,0
1,7,5,0,0,1,0,0,0,1,0,0,0,0
1,7,6,0,0,0,0,0,0,1,0,0,0,0
1,7,7,0,0,0,1,0,0,0,1,0,0,0
1,7,8,0,0,0,1,0,0,0,0,0,0,0
1,7,9,0,0,0,0,0,1,0,0,0,0,0
1,7,10,0,0,0,1,0,0,0,1,0,0,0
1,8,1,0,0,1,0,0,1,0,0,1,0,0
1,8,4,0,0,0,0,1,0,0,0,1,0,0
1,8,5,0,0,1,0,0,1,0,0,1,0,0
1,8,6,0,0,1,0,0,1,0,0,1,0,0
1,8,7,0,0,1,0,0,1,0,0,1,0,0
1,8,8,0,0,1,0,0,1,0,0,1,0,0
1,8,10,0,0,1,0,0,1,0,0,1,0,0
1,9,1,0,0,1,0,0,0,1,0,0,0,0
1,9,2,0,0,0,0,0,0,0,0,0,1,0
1,9,3,0,0,1,0,0,1,0,1,0,0,1
1,9,4,0,0,1,0,0,1,0,0,0,1,0
1,9,5,0,0,1,0,0,1,0,1,0,1,0
1,9,6,0,0,1,0,0,1,0,0,0,1,0
1,9,7,0,0,1,0,0,1,0,1,0,0,1
1,9,8,0,0,0,1,0,1,0,1,0,1,0
1,9,9,0,0,1,0,0,1,0,1,0,1,0
1,9,10,0,0,0,1,0,1,0,0,1,0,0
1,10,1,0,1,0,0,1,1,0,1,0,1,0
1,10,2,0,1,0,1,0,1,0,1,0,0,0
1,10,3,0,1,0,1,0,1,0,1,0,0,0
1,10,4,0,1,0,0,0,1,0,1,0,0,0
1,10,5,0,1,0,1,0,0,0,1,0,0,0
1,10,6,0,1,0,1,0,1,0,1,0,1,0
1,10,7,0,1,0,1,0,0,0,1,0,0,0
1,10,8,0,1,0,0,0,1,0,1,0,0,0
1,10,9,0,1,0,1,0,0,0,1,0,0,0
1,10,10,0,1,0,1,0,0,0,1,0,0,0
1,11,1,0,1,0,1,0,0,0,1,0,1,1
1,11,2,0,0,1,0,0,1,0,1,0,1,0
1,11,3,0,0,0,1,0,1,0,0,0,1,1
1,11,4,0,1,0,0,0,1,0,0,0,1,0
1,11,5,0,0,1,0,0,1,0,0,0,1,0
1,11,6,0,0,0,1,0,1,0,0,0,1,0
1,11,7,0,0,0,1,0,1,0,0,0,1,0
1,11,8,0,0,0,1,0,1,0,0,0,1,0
1,11,9,0,0,0,1,0,1,0,0,0,1,0
1,11,10,0,0,0,1,0,1,0,0,0,1,0
1,12,1,0,1,1,0,1,0,1,0,1,0,0
1,12,2,1,0,0,1,0,0,1,0,1,0,0
1,12,3,0,0,1,0,0,1,0,1,0,1,1
1,12,4,0,0,1,0,0,1,0,1,0,1,0
1,12,5,0,0,1,0,0,1,0,1,0,1,0
1,12,6,0,1,0,1,0,1,0,1,0,1,0
1,12,7,0,0,1,0,0,1,0,1,0,1,1
1,12,8,0,1,0,1,0,1,0,0,1,0,0
1,12,9,0,0,1,1,0,1,0,1,1,0,0
1,12,10,0,0,1,0,0,1,0,1,1,0,0
1,13,1,0,0,0,1,0,0,0,1,0,0,0
1,13,2,0,0,0,1,0,0,0,1,0,1,0
1,13,3,0,0,0,1,0,1,0,0,1,0,0
1,13,4,0,0,0,1,0,1,0,0,1,0,0
1,13,5,0,0,1,0,0,1,0,0,1,0,0
1,13,6,0,0,0,1,0,0,1,0,0,1,0
1,13,7,0,0,0,1,0,1,0,0,1,0,0
1,13,8,0,0,1,0,0,1,0,1,0,0,0
1,13,9,0,0,0,1,0,1,0,0,1,0,0
1,13,10,0,0,1,1,0,0,1,0,0,1,0
1,14,1,0,1,1,1,0,1,1,0,1,1,0
1,14,2,0,1,1,0,1,1,0,1,1,1,0
1,14,3,0,1,1,1,0,1,0,1,1,0,0
1,14,4,0,0,1,1,0,1,0,1,1,0,0
1,14,5,0,0,1,1,0,1,0,0,1,1,0
1,14,6,0,0,1,1,0,1,0,0,1,1,0
1,14,7,0,1,1,1,0,1,0,0,1,0,0
1,14,8,0,0,1,0,0,1,0,0,1,1,0
1,14,9,0,0,1,1,0,1,0,0,1,1,0
1,14,10,0,0,1,1,0,1,0,0,1,1,0
1,15,1,0,1,0,1,0,0,0,1,0,1,0
1,15,2,0,1,0,1,0,1,0,1,0,1,0
1,15,3,0,1,0,1,0,1,0,1,0,1,1
1,15,4,0,1,0,1,0,1,0,1,0,1,0
1,15,5,0,1,0,1,0,1,0,1,0,1,0
1,15,6,0,1,0,1,0,1,1,1,0,1,0
1,15,7,0,1,0,1,0,1,0,1,0,1,0
1,15,8,0,1,0,1,0,1,0,1,0,0,0
1,15,9,0,1,0,1,0,1,0,1,0,1,0
1,15,10,0,1,0,1,0,1,0,1,0,0,0
2,17,1,0,0,0,1,0,1,0,0,1,0,0
2,17,3,0,0,0,1,0,1,0,0,1,0,0
2,17,4,0,0,1,0,0,1,0,0,1,0,0
2,17,5,0,0,1,0,0,1,0,0,1,0,0
2,17,6,0,0,1,1,0,1,0,0,1,0,0
2,17,7,0,0,1,1,0,1,0,0,1,0,0
2,17,8,0,0,1,0,0,1,0,0,1,1,0
2,17,9,0,0,1,1,0,1,0,0,1,0,1
2,17,10,0,0,1,1,0,1,0,0,1,1,0
2,18,1,0,0,1,0,0,1,0,0,1,0,0
2,18,2,0,0,1,0,0,1,0,0,1,0,0
2,18,3,0,0,1,0,0,1,0,0,1,0,0
2,18,4,0,0,1,0,0,1,0,0,1,0,0
2,18,5,0,0,1,0,0,1,0,0,1,0,0
2,18,6,0,0,1,0,0,1,0,0,1,0,0
2,18,7,0,0,0,0,0,1,0,0,1,0,0
2,18,8,0,0,1,0,0,1,0,0,1,0,0
2,18,9,0,0,1,0,0,1,0,0,1,0,0
2,18,10,0,0,1,0,0,1,0,0,1,0,0
2,19,1,0,0,1,0,0,1,0,0,1,1,0
2,19,2,1,0,0,1,0,1,0,0,1,1,0
2,19,3,0,0,0,1,0,1,0,0,0,1,0
2,19,4,0,0,0,1,0,1,0,0,1,1,0
2,19,5,0,0,1,0,0,0,1,0,0,1,0
2,19,6,0,0,1,0,0,1,0,0,0,0,0
2,19,7,0,0,0,1,0,1,0,1,1,0,0
2,19,8,0,0,1,0,0,0,0,1,0,1,0
2,19,9,0,1,1,0,0,0,1,0,1,1,0
2,19,10,0,0,0,1,0,1,0,0,0,1,0
2,20,1,1,0,1,0,0,1,0,0,1,0,0
2,20,2,1,0,1,0,0,1,1,0,1,0,0
2,20,3,0,0,1,0,0,1,1,0,0,0,0
2,20,4,0,0,1,0,0,1,1,0,1,0,0
2,20,5,0,1,0,0,1,1,0,0,1,0,0
2,20,6,0,0,1,1,0,1,0,0,1,0,0
2,20,7,0,0,1,0,0,1,0,0,1,0,0
2,20,8,1,1,1,0,0,1,0,0,1,0,0
2,20,9,0,0,1,0,0,1,1,0,1,0,0
2,20,10,0,0,1,0,0,1,0,0,1,0,0
2,21,1,1,0,1,0,0,1,0,1,1,0,0
2,21,2,0,1,0,1,0,0,1,0,0,1,0
2,21,3,0,0,0,1,0,1,0,1,0,0,0
2,21,4,0,1,0,1,0,1,0,0,0,1,0
2,21,5,0,1,0,1,0,1,0,1,0,0,0
2,21,6,0,0,0,1,0,1,0,1,0,1,0
2,21,7,0,1,0,1,0,1,0,1,0,1,0
2,21,8,0,0,0,1,0,1,0,0,1,0,0
2,21,9,0,1,0,0,1,0,0,1,0,1,0
2,21,10,0,0,0,1,0,1,0,0,0,1,0
2,22,1,0,1,0,0,1,0,0,1,0,0,0
2,22,3,0,1,0,0,1,0,0,1,0,0,0
2,22,4,0,1,0,1,0,1,0,0,0,0,0
2,22,5,1,1,1,1,0,1,1,1,1,0,0
2,22,6,1,1,1,1,0,1,1,1,1,1,0
2,22,7,1,1,1,0,0,1,1,1,1,1,0
2,22,8,1,1,0,1,0,1,1,1,1,1,0
2,22,9,1,1,0,1,1,1,0,1,1,1,0
2,22,10,0,1,1,1,1,0,0,1,1,1,0
2,23,1,0,1,0,0,1,1,0,0,1,0,0
2,23,2,0,0,1,0,0,1,0,0,1,0,0
2,23,3,0,1,0,1,0,1,0,1,0,1,0
2,23,4,0,0,0,1,0,0,0,0,1,0,0
2,23,5,0,0,1,0,0,0,0,0,1,0,0
2,23,6,0,0,1,0,0,1,0,0,1,0,0
2,23,7,0,0,0,0,1,0,1,0,0,0,0
2,23,8,0,0,1,0,0,1,0,0,0,1,0
2,23,9,0,0,1,0,0,1,0,0,0,0,0
2,23,10,0,0,0,0,0,1,0,0,1,0,0
2,24,1,0,1,0,0,0,1,0,0,1,0,0
2,24,3,0,1,0,1,0,1,0,0,1,0,0
2,24,4,0,0,1,0,0,1,0,0,1,0,0
2,24,5,0,0,1,0,0,1,0,0,1,0,0
2,24,6,0,0,1,0,0,1,0,1,0,0,0
2,24,7,0,0,1,0,0,1,0,0,1,0,0
2,24,8,0,0,1,0,0,1,0,0,1,0,0
2,24,9,0,0,1,0,0,1,0,1,0,1,0
2,24,10,0,1,0,0,0,1,0,0,1,0,0
4,25,1,0,1,1,0,0,1,0,1,1,1,0
4,25,2,0,1,0,1,0,1,0,1,0,1,0
4,25,3,0,1,0,0,0,1,0,1,0,1,0
4,25,4,0,0,0,1,0,1,0,1,0,1,0
4,25,5,0,1,0,1,0,1,0,1,0,1,0
4,25,6,0,1,1,0,1,1,0,1,1,1,0
4,25,7,0,1,0,1,0,1,0,1,0,0,0
4,25,8,0,1,0,1,0,1,0,1,0,0,0
4,25,9,0,1,0,1,0,1,0,1,0,1,0
4,25,10,0,1,0,1,0,1,0,1,0,0,0
4,26,1,1,1,1,1,0,0,0,0,1,0,1
4,26,2,1,0,0,1,0,0,1,0,1,0,1
4,26,3,1,1,1,1,1,1,0,0,0,0,0
4,26,4,1,1,1,1,0,0,0,1,0,0,1
4,26,5,1,1,1,0,0,0,1,0,0,0,1
4,26,6,1,1,1,1,0,0,1,0,0,0,1
4,26,7,1,1,0,0,1,0,1,1,0,0,0
4,26,8,1,0,0,0,1,0,1,0,1,0,1
4,26,9,1,1,0,1,0,0,1,1,0,0,1
4,26,10,1,1,0,0,1,0,1,0,1,1,0
4,27,1,1,0,0,1,0,1,0,1,0,1,0
4,27,2,0,0,1,1,0,0,1,0,0,1,0
4,27,3,0,0,1,1,0,1,0,0,1,1,0
4,27,4,0,0,1,1,0,1,0,0,1,1,0
4,27,5,0,0,1,0,0,1,0,0,1,1,0
4,27,6,0,0,1,1,0,0,0,0,0,0,0
4,27,7,0,0,1,1,0,1,0,1,0,1,0
4,27,8,0,0,1,0,0,1,0,0,1,1,0
4,27,9,0,1,0,1,0,1,0,0,1,0,0
4,27,10,0,0,1,1,0,1,0,0,1,1,0
4,28,1,1,0,0,1,1,1,0,0,0,1,0
4,28,2,0,1,0,1,1,1,0,1,0,1,0
4,28,3,1,0,0,0,0,1,0,1,1,0,1
4,28,5,1,0,1,1,0,1,0,1,0,1,0
4,28,7,0,1,0,0,1,0,0,1,0,0,0
4,28,8,0,1,0,0,0,1,0,0,0,1,0
4,28,9,1,0,0,0,1,0,0,1,0,0,0
4,29,1,0,1,1,0,0,1,0,0,1,0,0
4,29,2,0,1,1,0,0,1,0,0,1,0,0
4,29,3,0,0,1,0,0,1,0,1,1,0,0
4,29,4,0,0,1,0,0,1,0,1,0,0,0
4,29,5,0,0,1,0,0,1,0,1,1,0,0
4,29,6,0,0,1,0,0,1,0,0,1,0,0
4,29,7,0,1,1,0,0,1,0,0,1,0,0
4,29,8,0,0,1,0,0,1,0,0,1,0,0
4,29,9,0,0,1,0,0,1,0,0,1,0,0
4,29,10,0,1,1,0,0,1,0,0,1,0,0
4,30,1,0,0,1,0,0,1,0,0,1,0,0
4,30,2,0,0,0,1,0,1,0,1,1,1,0
4,30,3,0,0,0,1,0,1,0,0,0,1,0
4,30,4,0,1,0,1,0,1,0,0,1,0,0
4,30,5,0,0,1,0,0,1,0,0,0,1,0
4,30,6,0,0,1,0,0,1,0,0,1,0,0
4,30,7,0,0,0,1,0,1,0,0,1,0,0
4,30,8,0,0,1,0,0,1,0,0,1,0,0
4,30,9,0,0,1,0,0,1,0,0,1,0,0
4,30,10,0,0,0,1,0,1,0,0,0,1,0
4,31,1,1,1,1,1,0,1,1,0,1,1,0
4,31,2,1,1,1,0,1,1,0,1,0,1,0
4,31,3,1,0,1,1,0,1,0,1,0,1,0
4,31,4,0,1,0,1,0,1,1,0,1,1,0
4,31,5,0,1,1,1,0,1,0,1,1,1,0
4,31,6,1,0,1,1,0,1,1,0,1,1,0
4,31,7,1,0,1,1,0,1,1,0,1,0,0
4,31,8,0,1,1,1,1,1,1,0,1,1,0
4,31,9,0,1,1,1,0,1,0,1,1,1,0
4,31,10,1,1,1,0,0,1,1,0,1,0,0
4,32,1,0,1,0,0,0,1,0,1,0,1,0
4,32,2,0,0,0,1,0,1,0,0,0,1,0
4,32,3,0,0,0,1,0,1,0,0,1,0,0
4,32,4,0,0,1,0,0,1,0,0,0,1,0
4,32,5,0,1,0,0,0,1,0,0,0,1,0
4,32,6,0,0,0,1,0,1,0,0,0,1,0
4,32,7,0,0,0,1,0,1,0,0,0,1,1
4,32,8,0,0,0,1,0,1,0,0,0,1,0
4,32,9,0,0,1,0,0,1,0,0,1,0,0
4,32,10,0,0,0,1,0,1,0,0,0,1,1
4,33,1,0,1,1,0,1,1,0,1,1,1,0
4,33,2,0,1,0,1,0,1,0,1,1,0,0
4,33,3,0,1,1,1,0,1,0,1,1,1,0
4,33,4,0,1,1,0,1,1,0,1,1,1,0
4,33,5,0,1,1,0,0,1,0,1,1,0,0
4,33,6,0,1,0,1,0,1,0,1,0,1,0
4,33,7,0,1,1,0,0,1,0,1,1,1,0
4,33,8,0,1,0,0,0,1,0,1,0,1,0
4,33,9,0,1,1,0,0,1,0,1,1,0,0
4,33,10,0,1,1,0,1,0,0,1,0,1,0
4,34,1,0,1,0,0,0,0,0,0,0,1,0
4,34,2,1,0,0,1,0,1,0,0,1,0,1
4,34,3,0,1,0,1,0,1,0,0,1,0,0
4,34,4,0,0,0,1,0,1,0,1,0,0,0
4,34,5,1,0,0,1,0,0,1,0,0,1,0
4,34,6,0,1,0,1,0,0,0,1,0,1,0
4,34,7,0,0,0,1,0,1,0,0,0,1,0
4,34,8,0,1,1,0,0,0,0,1,1,1,0
4,34,9,0,0,1,0,0,1,0,0,1,0,1
4,34,10,0,1,0,1,0,1,0,0,0,1,0
4,35,1,1,1,1,1,1,1,1,1,1,0,0
4,35,2,1,1,1,1,0,0,0,0,0,0,0
4,35,3,1,1,1,1,1,1,0,0,0,0,1
4,35,4,1,0,0,1,1,0,1,1,0,0,0
4,35,5,1,1,1,0,1,0,0,0,0,1,0
4,35,6,1,1,0,1,1,0,1,0,1,0,0
4,35,7,1,1,1,1,1,0,0,0,0,1,0
4,35,8,1,1,1,1,0,0,1,0,0,1,0
4,35,9,1,1,1,1,1,1,1,0,1,1,0
4,35,10,1,1,1,1,1,1,0,0,0,1,0
4,36,1,0,0,0,1,0,0,0,1,0,1,0
4,36,2,0,0,0,1,0,0,0,1,0,0,1
4,36,3,0,0,0,1,0,0,0,1,0,0,1
4,36,4,0,0,0,1,0,0,1,0,0,0,0
4,36,5,0,0,0,1,0,0,0,1,0,0,0
4,36,6,0,0,0,1,0,0,0,1,0,0,0
4,36,7,0,0,0,1,0,1,0,1,0,0,0
4,36,8,0,0,0,1,0,1,0,0,0,0,0
4,36,9,0,0,0,1,0,0,0,1,0,0,0
4,36,10,0,0,0,1,0,1,0,0,1,0,0
4,37,1,0,1,0,1,0,1,0,1,0,1,1
4,37,2,0,0,1,0,1,1,0,1,0,1,1
4,37,3,0,1,0,1,0,1,0,1,0,1,1
4,37,4,0,1,0,1,0,1,0,1,0,1,1
4,37,5,0,1,0,1,0,1,1,0,0,1,1
4,37,6,1,0,0,1,0,1,1,0,0,1,1
4,37,7,0,1,0,1,1,0,1,0,0,1,1
4,37,8,0,1,0,1,0,1,0,1,0,1,1
4,37,9,0,1,0,1,0,1,0,0,0,1,1
4,37,10,0,0,0,1,0,1,0,1,0,1,1
4,38,1,0,1,0,1,0,1,0,0,0,1,0
4,38,2,0,0,0,1,0,1,0,1,0,0,0
4,38,3,0,1,1,0,0,1,0,1,1,0,0
4,38,6,0,0,1,1,0,1,0,0,1,0,0
4,38,7,0,1,0,1,0,1,0,1,0,0,0
4,38,8,0,0,1,1,0,1,0,0,0,1,0
4,38,9,0,1,0,1,0,1,0,0,1,1,0
4,38,10,0,0,1,1,0,1,0,1,0,0,0
4,39,1,1,0,0,0,0,0,0,0,0,0,0
4,39,3,0,0,1,0,1,0,0,1,0,0,0
4,39,4,1,1,0,0,1,0,0,1,0,0,0
4,39,5,0,1,0,0,1,0,0,1,0,0,0
4,39,8,1,0,1,0,0,0,0,1,0,0,0
4,39,9,1,0,1,0,0,0,1,0,0,1,0
4,39,10,1,1,1,0,0,0,0,0,1,0,0
4,40,1,0,0,1,0,0,1,0,1,0,1,0
4,40,2,0,0,1,0,0,1,0,0,1,1,0
4,40,3,0,1,1,1,0,1,0,0,1,1,0
4,40,4,0,0,1,0,0,1,0,1,1,1,0
4,40,5,0,1,1,1,0,1,0,1,1,1,0
4,40,6,0,0,1,1,0,1,0,1,1,1,0
4,40,7,0,0,1,0,1,1,0,0,1,1,0
4,40,8,0,0,1,1,0,1,0,0,1,0,0
4,40,9,0,0,1,1,0,1,0,1,1,1,0
4,40,10,0,1,1,1,0,1,0,1,1,0,0
4,41,1,0,0,1,1,0,1,0,0,1,1,0
4,41,2,0,1,1,0,0,0,0,1,0,0,0
4,41,3,0,1,1,0,1,1,0,0,1,0,0
4,41,4,0,0,1,1,0,0,0,1,0,0,0
4,41,5,0,1,0,0,0,1,0,1,1,0,0
4,41,6,0,1,1,0,0,1,0,1,0,0,0
4,41,7,0,0,1,0,0,1,0,1,1,0,0
4,41,8,0,0,1,0,0,1,0,0,1,0,0
4,41,9,0,0,1,1,0,0,0,1,1,0,0
4,41,10,0,1,0,0,0,1,0,0,1,0,0
4,42,1,0,1,1,0,0,1,1,0,1,1,0
4,42,4,0,1,0,1,0,1,0,1,0,0,0
4,42,5,1,1,0,1,0,0,0,0,1,0,0
4,42,6,0,1,0,1,0,1,0,1,0,0,0
4,42,7,0,1,0,0,1,0,1,0,1,0,0
4,42,8,0,1,0,0,1,1,1,1,1,0,0
4,42,9,0,1,0,1,0,1,0,1,0,1,0
4,42,10,0,1,0,1,0,1,0,1,0,0,1
4,43,1,0,1,1,1,0,1,1,1,0,1,0
4,43,2,0,1,1,0,0,1,0,1,1,0,0
4,43,3,1,1,0,1,0,1,0,1,1,0,0
4,43,4,0,1,0,1,0,1,0,1,1,0,0
4,43,5,0,0,0,0,0,1,0,0,0,0,0
4,43,6,0,1,1,0,0,1,0,1,1,0,0
4,43,7,0,1,1,0,0,1,0,1,1,1,0
4,43,8,0,0,0,1,0,0,1,0,1,0,0
4,43,9,0,1,0,1,0,1,0,0,0,1,0
4,43,10,1,1,1,0,0,1,0,1,0,0,0
4,44,1,1,1,0,1,0,1,0,1,0,1,1
4,44,2,0,1,0,1,0,1,0,1,0,1,0
4,44,3,0,1,0,1,0,1,1,1,1,1,0
4,44,4,0,1,0,1,0,1,0,1,0,1,1
4,44,5,1,1,0,1,0,1,1,1,0,1,0
4,44,6,1,1,0,1,1,1,1,1,0,1,1
4,44,7,1,1,0,1,0,0,1,0,0,1,0
4,44,8,0,1,0,1,1,0,1,0,0,1,0
4,44,9,0,0,1,0,0,0,1,0,0,1,0
4,44,10,0,0,1,0,1,1,1,0,0,1,1
4,45,1,0,0,0,0,0,1,0,0,0,0,0
4,45,2,0,0,1,0,0,1,0,1,0,1,0
4,45,3,0,0,1,0,0,1,0,0,1,0,0
4,45,4,0,1,0,0,0,1,0,0,1,0,0
4,45,5,0,0,1,0,0,1,0,0,1,0,0
4,45,6,0,1,0,1,0,1,0,0,1,0,0
4,45,7,0,0,1,0,0,1,0,0,1,0,0
4,45,8,0,0,1,0,0,1,0,0,1,0,0
4,45,9,0,0,1,0,0,1,0,0,1,0,0
4,45,10,0,0,1,0,0,1,0,0,1,0,0
4,46,1,0,0,0,1,0,0,1,1,0,0,0
4,46,2,0,1,0,0,1,0,0,1,0,0,0
4,46,3,0,0,1,1,0,0,1,0,0,1,0
4,46,4,0,0,1,0,1,0,0,0,1,0,0
4,46,5,0,1,0,0,0,1,0,0,0,1,0
4,46,6,1,0,0,0,1,0,1,0,0,0,1
4,46,7,0,1,0,0,0,1,0,0,1,0,0
4,46,8,0,1,0,0,0,1,0,0,0,0,0
4,46,9,0,0,1,0,0,0,0,1,1,0,0
4,46,10,0,0,1,0,0,1,0,1,0,0,0
4,47,1,0,1,0,0,1,0,0,1,0,1,0
4,47,2,1,0,1,0,1,1,0,1,0,0,0
4,47,3,1,0,1,0,0,1,0,1,0,0,0
4,47,4,0,0,1,0,0,0,1,0,1,0,0
4,47,5,0,1,0,0,0,1,0,0,1,0,0
4,47,6,0,0,1,0,0,1,0,1,0,0,0
4,47,7,0,1,0,0,0,1,0,0,1,0,0
4,47,8,1,0,1,1,1,1,1,0,1,1,0
4,47,9,0,1,1,1,0,1,0,1,1,1,0
4,47,10,1,0,1,1,0,1,1,1,1,1,0
4,48,1,1,0,0,1,0,0,0,1,0,0,0
4,48,2,1,0,0,1,0,0,0,1,0,0,0
4,48,3,1,0,1,0,0,1,0,1,0,0,0
4,48,4,0,1,0,0,0,1,0,0,0,1,0
4,48,5,0,0,1,0,0,0,1,0,0,1,0
4,48,6,0,0,1,0,0,0,0,1,0,1,0
4,48,7,0,1,0,0,1,0,0,1,0,0,0
4,48,8,1,0,0,1,0,0,0,1,0,1,0
4,48,9,1,1,1,1,0,0,0,1,0,1,0
4,48,10,0,1,0,1,0,0,1,0,1,1,0
